split,group,group_value,num_examples,positive_rate,accuracy,balanced_accuracy,auroc,auprc,f1,precision,recall,tn,fp,fn,tp
validation,domain,logistics,20,0.2,0.85,0.90625,1.0,1.0,0.7272727272727273,0.5714285714285714,1.0,13,3,0,4
validation,domain,visitall-from-everywhere,120,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96,0,0,24
validation,corruption_type,delete,33,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,33,0,0,0
validation,corruption_type,gold,33,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,0,0,0,33
validation,corruption_type,insert,2,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0,2,0,0
validation,corruption_type,replace,33,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,33,0,0,0
validation,corruption_type,swap,31,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,31,0,0,0
validation,corruption_type,truncate,33,0.0,0.9696969696969697,nan,nan,nan,0.0,0.0,0.0,32,1,0,0
test-interpolation,domain,blocks,15,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,0,0,3
test-interpolation,domain,gripper,15,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,0,0,3
test-interpolation,domain,logistics,45,0.2,0.8,0.875,0.9660493827160493,0.8622846289512958,0.6666666666666666,0.5,1.0,27,9,0,9
test-interpolation,domain,visitall-from-everywhere,185,0.2,0.972972972972973,0.9425675675675675,0.9877647918188459,0.9649050820318856,0.9295774647887324,0.9705882352941176,0.8918918918918919,147,1,4,33
test-interpolation,corruption_type,delete,46,0.0,0.9782608695652174,nan,nan,nan,0.0,0.0,0.0,45,1,0,0
test-interpolation,corruption_type,gold,52,1.0,0.9230769230769231,nan,nan,nan,0.96,1.0,0.9230769230769231,0,0,4,48
test-interpolation,corruption_type,insert,13,0.0,0.5384615384615384,nan,nan,nan,0.0,0.0,0.0,7,6,0,0
test-interpolation,corruption_type,repeat,1,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,1,0,0,0
test-interpolation,corruption_type,replace,48,0.0,0.9791666666666666,nan,nan,nan,0.0,0.0,0.0,47,1,0,0
test-interpolation,corruption_type,swap,48,0.0,0.9791666666666666,nan,nan,nan,0.0,0.0,0.0,47,1,0,0
test-interpolation,corruption_type,truncate,52,0.0,0.9807692307692307,nan,nan,nan,0.0,0.0,0.0,51,1,0,0
test-extrapolation,domain,blocks,100,0.2,0.94,0.9625,0.99375,0.9751845458556492,0.8695652173913043,0.7692307692307693,1.0,74,6,0,20
test-extrapolation,domain,gripper,80,0.2,0.825,0.5859375,0.9052734375,0.6625839410639773,0.3,0.75,0.1875,63,1,13,3
test-extrapolation,domain,logistics,90,0.2,0.8111111111111111,0.5486111111111112,0.8657407407407407,0.6340726584375431,0.19047619047619047,0.6666666666666666,0.1111111111111111,71,1,16,2
test-extrapolation,domain,visitall-from-everywhere,1095,0.2,0.8191780821917808,0.547945205479452,0.9099476658118054,0.7261082013336975,0.175,1.0,0.0958904109589041,876,0,198,21
test-extrapolation,corruption_type,delete,273,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,273,0,0,0
test-extrapolation,corruption_type,gold,273,1.0,0.1684981684981685,nan,nan,nan,0.2884012539184953,1.0,0.1684981684981685,0,0,227,46
test-extrapolation,corruption_type,insert,14,0.0,0.8571428571428571,nan,nan,nan,0.0,0.0,0.0,12,2,0,0
test-extrapolation,corruption_type,replace,273,0.0,0.9963369963369964,nan,nan,nan,0.0,0.0,0.0,272,1,0,0
test-extrapolation,corruption_type,swap,259,0.0,0.9922779922779923,nan,nan,nan,0.0,0.0,0.0,257,2,0,0
test-extrapolation,corruption_type,truncate,273,0.0,0.989010989010989,nan,nan,nan,0.0,0.0,0.0,270,3,0,0
