split,group,group_value,num_examples,positive_rate,accuracy,balanced_accuracy,auroc,auprc,f1,precision,recall,tn,fp,fn,tp
validation,corruption_type,replace,33,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,33,0,0,0
validation,corruption_type,swap,31,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,31,0,0,0
validation,corruption_type,truncate,33,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,33,0,0,0
test-interpolation,domain,blocks,15,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,0,0,3
test-interpolation,domain,gripper,15,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,0,0,3
test-interpolation,domain,logistics,45,0.2,0.8666666666666667,0.875,0.9351851851851851,0.7396825396825397,0.7272727272727273,0.6153846153846154,0.8888888888888888,31,5,1,8
test-interpolation,domain,visitall-from-everywhere,185,0.2,0.972972972972973,0.9425675675675675,0.9846603360116875,0.9562850570203512,0.9295774647887324,0.9705882352941176,0.8918918918918919,147,1,4,33
test-interpolation,corruption_type,delete,46,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,46,0,0,0
test-interpolation,corruption_type,gold,52,1.0,0.9038461538461539,nan,nan,nan,0.9494949494949495,1.0,0.9038461538461539,0,0,5,47
test-interpolation,corruption_type,insert,13,0.0,0.6153846153846154,nan,nan,nan,0.0,0.0,0.0,8,5,0,0
test-interpolation,corruption_type,repeat,1,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,1,0,0,0
test-interpolation,corruption_type,replace,48,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,48,0,0,0
test-interpolation,corruption_type,swap,48,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,48,0,0,0
test-interpolation,corruption_type,truncate,52,0.0,0.9807692307692307,nan,nan,nan,0.0,0.0,0.0,51,1,0,0
test-extrapolation,domain,blocks,100,0.2,0.94,0.925,0.99125,0.9666416801274287,0.8571428571428571,0.8181818181818182,0.9,76,4,2,18
test-extrapolation,domain,gripper,80,0.2,0.9,0.7734375,0.9462890625,0.7869651875901876,0.6923076923076923,0.9,0.5625,63,1,7,9
test-extrapolation,domain,logistics,90,0.2,0.8111111111111111,0.5694444444444444,0.7986111111111112,0.5148913344700191,0.2608695652173913,0.6,0.16666666666666666,70,2,15,3
test-extrapolation,domain,visitall-from-everywhere,1095,0.2,0.8310502283105022,0.5776255707762556,0.9331279581326494,0.7891244478283921,0.26877470355731226,1.0,0.1552511415525114,876,0,185,34
test-extrapolation,corruption_type,delete,273,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,273,0,0,0
test-extrapolation,corruption_type,gold,273,1.0,0.23443223443223443,nan,nan,nan,0.3798219584569733,1.0,0.23443223443223443,0,0,209,64
test-extrapolation,corruption_type,insert,14,0.0,0.7857142857142857,nan,nan,nan,0.0,0.0,0.0,11,3,0,0
test-extrapolation,corruption_type,replace,273,0.0,0.9963369963369964,nan,nan,nan,0.0,0.0,0.0,272,1,0,0
test-extrapolation,corruption_type,swap,259,0.0,1.0,nan,nan,nan,0.0,0.0,0.0,259,0,0,0
test-extrapolation,corruption_type,truncate,273,0.0,0.989010989010989,nan,nan,nan,0.0,0.0,0.0,270,3,0,0
